country,year,ctr_year,ctr_name,life_threat,physical_health,mental_health,rape,fetal_impairment,economic,request,index
53,1970,531970,Djibouti,1,0,0,0,0,0,0,
53,1971,531971,Djibouti,1,0,0,0,0,0,0,
53,1972,531972,Djibouti,1,0,0,0,0,0,0,
53,1973,531973,Djibouti,1,0,0,0,0,0,0,
53,1974,531974,Djibouti,1,0,0,0,0,0,0,
53,1975,531975,Djibouti,1,0,0,0,0,0,0,
53,1976,531976,Djibouti,1,0,0,0,0,0,0,
53,1977,531977,Djibouti,1,0,0,0,0,0,0,
53,1978,531978,Djibouti,1,0,0,0,0,0,0,
53,1979,531979,Djibouti,1,0,0,0,0,0,0,
53,1980,531980,Djibouti,1,0,0,0,0,0,0,
53,1981,531981,Djibouti,1,0,0,0,0,0,0,
53,1982,531982,Djibouti,1,0,0,0,0,0,0,
53,1983,531983,Djibouti,1,0,0,0,0,0,0,
53,1984,531984,Djibouti,1,0,0,0,0,0,0,
53,1985,531985,Djibouti,1,0,0,0,0,0,0,
53,1986,531986,Djibouti,1,0,0,0,0,0,0,
53,1987,531987,Djibouti,1,0,0,0,0,0,0,
53,1988,531988,Djibouti,1,0,0,0,0,0,0,
53,1989,531989,Djibouti,1,0,0,0,0,0,0,
53,1990,531990,Djibouti,1,0,0,0,0,0,0,
53,1991,531991,Djibouti,1,0,0,0,0,0,0,
53,1992,531992,Djibouti,1,0,0,0,0,0,0,
53,1993,531993,Djibouti,1,0,0,0,0,0,0,
53,1994,531994,Djibouti,1,0,0,0,0,0,0,
53,1995,531995,Djibouti,1,0,0,0,0,0,0,
53,1996,531996,Djibouti,1,0,0,0,0,0,0,
53,1997,531997,Djibouti,1,0,0,0,0,0,0,
53,1998,531998,Djibouti,1,0,0,0,0,0,0,
53,1999,531999,Djibouti,1,0,0,0,0,0,0,
53,2000,532000,Djibouti,1,0,0,0,0,0,0,
53,2001,532001,Djibouti,1,0,0,0,0,0,0,
53,2002,532002,Djibouti,1,0,0,0,0,0,0,
53,2003,532003,Djibouti,1,0,0,0,0,0,0,
53,2004,532004,Djibouti,1,0,0,0,0,0,0,
53,2005,532005,Djibouti,1,0,0,0,0,0,0,
53,2006,532006,Djibouti,1,0,0,0,0,0,0,
54,1960,541960,Dominica,1,0,0,0,0,0,0,
54,1961,541961,Dominica,1,0,0,0,0,0,0,
54,1962,541962,Dominica,1,0,0,0,0,0,0,
54,1963,541963,Dominica,1,0,0,0,0,0,0,
54,1964,541964,Dominica,1,0,0,0,0,0,0,
54,1965,541965,Dominica,1,0,0,0,0,0,0,
54,1966,541966,Dominica,1,0,0,0,0,0,0,
54,1967,541967,Dominica,1,0,0,0,0,0,0,
54,1968,541968,Dominica,1,0,0,0,0,0,0,
54,1969,541969,Dominica,1,0,0,0,0,0,0,
54,1970,541970,Dominica,1,0,0,0,0,0,0,
54,1971,541971,Dominica,1,0,0,0,0,0,0,
54,1972,541972,Dominica,1,0,0,0,0,0,0,
54,1973,541973,Dominica,1,0,0,0,0,0,0,
54,1974,541974,Dominica,1,0,0,0,0,0,0,
54,1975,541975,Dominica,1,0,0,0,0,0,0,
54,1976,541976,Dominica,1,0,0,0,0,0,0,
54,1977,541977,Dominica,1,0,0,0,0,0,0,
54,1978,541978,Dominica,1,0,0,0,0,0,0,
54,1979,541979,Dominica,1,0,0,0,0,0,0,
54,1980,541980,Dominica,1,0,0,0,0,0,0,
54,1981,541981,Dominica,1,0,0,0,0,0,0,
54,1982,541982,Dominica,1,0,0,0,0,0,0,
54,1983,541983,Dominica,1,0,0,0,0,0,0,
54,1984,541984,Dominica,1,0,0,0,0,0,0,
54,1985,541985,Dominica,1,0,0,0,0,0,0,
54,1986,541986,Dominica,1,0,0,0,0,0,0,
54,1987,541987,Dominica,1,0,0,0,0,0,0,
54,1988,541988,Dominica,1,0,0,0,0,0,0,
54,1989,541989,Dominica,1,0,0,0,0,0,0,
54,1990,541990,Dominica,1,0,0,0,0,0,0,
54,1991,541991,Dominica,1,0,0,0,0,0,0,
54,1992,541992,Dominica,1,0,0,0,0,0,0,
54,1993,541993,Dominica,1,0,0,0,0,0,0,
54,1994,541994,Dominica,1,0,0,0,0,0,0,
54,1995,541995,Dominica,1,0,0,0,0,0,0,
54,1996,541996,Dominica,1,0,0,0,0,0,0,
54,1997,541997,Dominica,1,0,0,0,0,0,0,
54,1998,541998,Dominica,1,0,0,0,0,0,0,
54,1999,541999,Dominica,1,0,0,0,0,0,0,
54,2000,542000,Dominica,1,0,0,0,0,0,0,
54,2001,542001,Dominica,1,0,0,0,0,0,0,
54,2002,542002,Dominica,1,0,0,0,0,0,0,
54,2003,542003,Dominica,1,0,0,0,0,0,0,
54,2004,542004,Dominica,1,0,0,0,0,0,0,
54,2005,542005,Dominica,1,0,0,0,0,0,0,
54,2006,542006,Dominica,1,0,0,0,0,0,0,
55,1960,551960,Dominican Republic,1,0,0,0,0,0,0,
55,1961,551961,Dominican Republic,1,0,0,0,0,0,0,
55,1962,551962,Dominican Republic,1,0,0,0,0,0,0,
55,1963,551963,Dominican Republic,1,0,0,0,0,0,0,
55,1964,551964,Dominican Republic,1,0,0,0,0,0,0,
55,1965,551965,Dominican Republic,1,0,0,0,0,0,0,
55,1966,551966,Dominican Republic,1,0,0,0,0,0,0,
55,1967,551967,Dominican Republic,1,0,0,0,0,0,0,
55,1968,551968,Dominican Republic,1,0,0,0,0,0,0,
55,1969,551969,Dominican Republic,1,0,0,0,0,0,0,
55,1970,551970,Dominican Republic,1,0,0,0,0,0,0,
55,1971,551971,Dominican Republic,1,0,0,0,0,0,0,
55,1972,551972,Dominican Republic,1,0,0,0,0,0,0,
55,1973,551973,Dominican Republic,1,0,0,0,0,0,0,
55,1974,551974,Dominican Republic,1,0,0,0,0,0,0,
55,1975,551975,Dominican Republic,1,0,0,0,0,0,0,
55,1976,551976,Dominican Republic,1,0,0,0,0,0,0,
55,1977,551977,Dominican Republic,1,0,0,0,0,0,0,
55,1978,551978,Dominican Republic,1,0,0,0,0,0,0,
55,1979,551979,Dominican Republic,1,0,0,0,0,0,0,
55,1980,551980,Dominican Republic,1,0,0,0,0,0,0,
55,1981,551981,Dominican Republic,1,0,0,0,0,0,0,
55,1982,551982,Dominican Republic,1,0,0,0,0,0,0,
55,1983,551983,Dominican Republic,1,0,0,0,0,0,0,
55,1984,551984,Dominican Republic,1,0,0,0,0,0,0,
55,1985,551985,Dominican Republic,1,0,0,0,0,0,0,
55,1986,551986,Dominican Republic,1,0,0,0,0,0,0,
55,1987,551987,Dominican Republic,1,0,0,0,0,0,0,
55,1988,551988,Dominican Republic,1,0,0,0,0,0,0,
55,1989,551989,Dominican Republic,1,0,0,0,0,0,0,
55,1990,551990,Dominican Republic,1,0,0,0,0,0,0,
55,1991,551991,Dominican Republic,1,0,0,0,0,0,0,
55,1992,551992,Dominican Republic,1,0,0,0,0,0,0,
55,1993,551993,Dominican Republic,1,0,0,0,0,0,0,
55,1994,551994,Dominican Republic,1,0,0,0,0,0,0,
55,1995,551995,Dominican Republic,1,0,0,0,0,0,0,
55,1996,551996,Dominican Republic,1,0,0,0,0,0,0,
55,1997,551997,Dominican Republic,1,0,0,0,0,0,0,
55,1998,551998,Dominican Republic,1,0,0,0,0,0,0,
55,1999,551999,Dominican Republic,1,0,0,0,0,0,0,
55,2000,552000,Dominican Republic,1,0,0,0,0,0,0,
55,2001,552001,Dominican Republic,1,0,0,0,0,0,0,
55,2002,552002,Dominican Republic,1,0,0,0,0,0,0,
55,2003,552003,Dominican Republic,1,0,0,0,0,0,0,
55,2004,552004,Dominican Republic,1,0,0,0,0,0,0,
55,2005,552005,Dominican Republic,1,0,0,0,0,0,0,
55,2006,552006,Dominican Republic,1,0,0,0,0,0,0,
56,1960,561960,Ecuador,,,,,,,,
56,1961,561961,Ecuador,,,,,,,,
56,1962,561962,Ecuador,,,,,,,,
56,1963,561963,Ecuador,,,,,,,,
56,1964,561964,Ecuador,,,,,,,,
56,1965,561965,Ecuador,,,,,,,,
56,1966,561966,Ecuador,,,,,,,,
56,1967,561967,Ecuador,,,,,,,,
56,1968,561968,Ecuador,,,,,,,,
56,1969,561969,Ecuador,,,,,,,,
56,1970,561970,Ecuador,,,,,,,,
56,1971,561971,Ecuador,,,,,,,,
56,1972,561972,Ecuador,1,1,1,1,0,0,0,
56,1973,561973,Ecuador,1,1,1,1,0,0,0,
56,1974,561974,Ecuador,1,1,1,1,0,0,0,
56,1975,561975,Ecuador,1,1,1,1,0,0,0,
56,1976,561976,Ecuador,1,1,1,1,0,0,0,
56,1977,561977,Ecuador,1,1,1,1,0,0,0,
56,1978,561978,Ecuador,1,1,1,1,0,0,0,
56,1979,561979,Ecuador,1,1,1,1,0,0,0,
56,1980,561980,Ecuador,1,1,1,1,0,0,0,
56,1981,561981,Ecuador,1,1,1,1,0,0,0,
56,1982,561982,Ecuador,1,1,1,1,0,0,0,
56,1983,561983,Ecuador,1,1,1,1,0,0,0,
56,1984,561984,Ecuador,1,1,1,1,0,0,0,
56,1985,561985,Ecuador,1,1,1,1,0,0,0,
56,1986,561986,Ecuador,1,1,1,1,0,0,0,
56,1987,561987,Ecuador,1,1,1,1,0,0,0,
56,1988,561988,Ecuador,1,1,1,1,0,0,0,
56,1989,561989,Ecuador,1,1,1,1,0,0,0,
56,1990,561990,Ecuador,1,1,1,1,0,0,0,
56,1991,561991,Ecuador,1,1,1,1,0,0,0,
56,1992,561992,Ecuador,1,1,1,1,0,0,0,
56,1993,561993,Ecuador,1,1,1,1,0,0,0,
56,1994,561994,Ecuador,1,1,1,1,0,0,0,
56,1995,561995,Ecuador,1,1,1,1,0,0,0,
56,1996,561996,Ecuador,1,1,1,1,0,0,0,
56,1997,561997,Ecuador,1,1,1,1,0,0,0,
56,1998,561998,Ecuador,1,1,1,1,0,0,0,
56,1999,561999,Ecuador,1,1,1,1,0,0,0,
56,2000,562000,Ecuador,1,1,1,1,0,0,0,
56,2001,562001,Ecuador,1,1,1,1,0,0,0,
56,2002,562002,Ecuador,1,1,1,1,0,0,0,
56,2003,562003,Ecuador,1,1,1,1,0,0,0,
56,2004,562004,Ecuador,1,1,1,1,0,0,0,
56,2005,562005,Ecuador,1,1,1,1,0,0,0,
56,2006,562006,Ecuador,1,1,1,1,0,0,0,
57,1960,571960,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1961,571961,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1962,571962,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1963,571963,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1964,571964,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1965,571965,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1966,571966,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1967,571967,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1968,571968,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1969,571969,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1970,571970,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1971,571971,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1972,571972,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1973,571973,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1974,571974,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1975,571975,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1976,571976,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1977,571977,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1978,571978,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1979,571979,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1980,571980,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1981,571981,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1982,571982,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1983,571983,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1984,571984,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1985,571985,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1986,571986,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1987,571987,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1988,571988,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1989,571989,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1990,571990,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1991,571991,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1992,571992,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1993,571993,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1994,571994,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1995,571995,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1996,571996,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1997,571997,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1998,571998,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,1999,571999,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2000,572000,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2001,572001,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2002,572002,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2003,572003,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2004,572004,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2005,572005,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
57,2006,572006,"Egypt, Arab Rep.",1,0,0,0,0,0,0,
58,1960,581960,El Salvador,0,0,0,0,0,0,0,
58,1961,581961,El Salvador,0,0,0,0,0,0,0,
58,1962,581962,El Salvador,0,0,0,0,0,0,0,
58,1963,581963,El Salvador,0,0,0,0,0,0,0,
58,1964,581964,El Salvador,0,0,0,0,0,0,0,
58,1965,581965,El Salvador,0,0,0,0,0,0,0,
58,1966,581966,El Salvador,0,0,0,0,0,0,0,
58,1967,581967,El Salvador,0,0,0,0,0,0,0,
58,1968,581968,El Salvador,0,0,0,0,0,0,0,
58,1969,581969,El Salvador,0,0,0,0,0,0,0,
58,1970,581970,El Salvador,0,0,0,0,0,0,0,
58,1971,581971,El Salvador,0,0,0,0,0,0,0,
58,1972,581972,El Salvador,0,0,0,0,0,0,0,
58,1973,581973,El Salvador,0,0,0,0,0,0,0,
58,1974,581974,El Salvador,0,0,0,0,0,0,0,
58,1975,581975,El Salvador,0,0,0,0,0,0,0,
58,1976,581976,El Salvador,0,0,0,0,0,0,0,
58,1977,581977,El Salvador,0,0,0,0,0,0,0,
58,1978,581978,El Salvador,0,0,0,0,0,0,0,
58,1979,581979,El Salvador,0,0,0,0,0,0,0,
58,1980,581980,El Salvador,0,0,0,0,0,0,0,
58,1981,581981,El Salvador,0,0,0,0,0,0,0,
58,1982,581982,El Salvador,0,0,0,0,0,0,0,
58,1983,581983,El Salvador,0,0,0,0,0,0,0,
58,1984,581984,El Salvador,0,0,0,0,0,0,0,
58,1985,581985,El Salvador,0,0,0,0,0,0,0,
58,1986,581986,El Salvador,0,0,0,0,0,0,0,
58,1987,581987,El Salvador,0,0,0,0,0,0,0,
58,1988,581988,El Salvador,0,0,0,0,0,0,0,
58,1989,581989,El Salvador,0,0,0,0,0,0,0,
58,1990,581990,El Salvador,0,0,0,0,0,0,0,
58,1991,581991,El Salvador,0,0,0,0,0,0,0,
58,1992,581992,El Salvador,0,0,0,0,0,0,0,
58,1993,581993,El Salvador,0,0,0,0,0,0,0,
58,1994,581994,El Salvador,0,0,0,0,0,0,0,
58,1995,581995,El Salvador,0,0,0,0,0,0,0,
58,1996,581996,El Salvador,0,0,0,0,0,0,0,
58,1997,581997,El Salvador,0,0,0,0,0,0,0,
58,1998,581998,El Salvador,0,0,0,0,0,0,0,
58,1999,581999,El Salvador,0,0,0,0,0,0,0,
58,2000,582000,El Salvador,0,0,0,0,0,0,0,
58,2001,582001,El Salvador,0,0,0,0,0,0,0,
58,2002,582002,El Salvador,0,0,0,0,0,0,0,
58,2003,582003,El Salvador,0,0,0,0,0,0,0,
58,2004,582004,El Salvador,0,0,0,0,0,0,0,
58,2005,582005,El Salvador,0,0,0,0,0,0,0,
58,2006,582006,El Salvador,0,0,0,0,0,0,0,
59,1960,591960,Equatorial Guinea,1,0,0,0,0,0,0,
59,1961,591961,Equatorial Guinea,1,0,0,0,0,0,0,
59,1962,591962,Equatorial Guinea,1,0,0,0,0,0,0,
59,1963,591963,Equatorial Guinea,1,0,0,0,0,0,0,
59,1964,591964,Equatorial Guinea,1,0,0,0,0,0,0,
59,1965,591965,Equatorial Guinea,1,0,0,0,0,0,0,
59,1966,591966,Equatorial Guinea,1,0,0,0,0,0,0,
59,1967,591967,Equatorial Guinea,1,0,0,0,0,0,0,
59,1968,591968,Equatorial Guinea,1,0,0,0,0,0,0,
59,1969,591969,Equatorial Guinea,1,0,0,0,0,0,0,
59,1970,591970,Equatorial Guinea,1,0,0,0,0,0,0,
59,1971,591971,Equatorial Guinea,1,0,0,0,0,0,0,
59,1972,591972,Equatorial Guinea,1,0,0,0,0,0,0,
59,1973,591973,Equatorial Guinea,1,0,0,0,0,0,0,
59,1974,591974,Equatorial Guinea,1,0,0,0,0,0,0,
59,1975,591975,Equatorial Guinea,1,0,0,0,0,0,0,
59,1976,591976,Equatorial Guinea,1,0,0,0,0,0,0,
59,1977,591977,Equatorial Guinea,1,0,0,0,0,0,0,
59,1978,591978,Equatorial Guinea,1,0,0,0,0,0,0,
59,1979,591979,Equatorial Guinea,1,0,0,0,0,0,0,
59,1980,591980,Equatorial Guinea,1,0,0,0,0,0,0,
59,1981,591981,Equatorial Guinea,1,0,0,0,0,0,0,
59,1982,591982,Equatorial Guinea,1,0,0,0,0,0,0,
59,1983,591983,Equatorial Guinea,1,0,0,0,0,0,0,
59,1984,591984,Equatorial Guinea,1,0,0,0,0,0,0,
59,1985,591985,Equatorial Guinea,1,0,0,0,0,0,0,
59,1986,591986,Equatorial Guinea,1,0,0,0,0,0,0,
59,1987,591987,Equatorial Guinea,1,0,0,0,0,0,0,
59,1988,591988,Equatorial Guinea,1,0,0,0,0,0,0,
59,1989,591989,Equatorial Guinea,1,0,0,0,0,0,0,
59,1990,591990,Equatorial Guinea,1,0,0,0,0,0,0,
59,1991,591991,Equatorial Guinea,1,1,1,0,0,0,0,
59,1992,591992,Equatorial Guinea,1,1,1,0,0,0,0,
59,1993,591993,Equatorial Guinea,1,1,1,0,0,0,0,
59,1994,591994,Equatorial Guinea,1,1,1,0,0,0,0,
59,1995,591995,Equatorial Guinea,1,1,1,0,0,0,0,
59,1996,591996,Equatorial Guinea,1,1,1,0,0,0,0,
59,1997,591997,Equatorial Guinea,1,1,1,0,0,0,0,
59,1998,591998,Equatorial Guinea,1,1,1,0,0,0,0,
59,1999,591999,Equatorial Guinea,1,1,1,0,0,0,0,
59,2000,592000,Equatorial Guinea,1,1,1,0,0,0,0,
59,2001,592001,Equatorial Guinea,1,1,1,0,0,0,0,
59,2002,592002,Equatorial Guinea,1,1,1,0,0,0,0,
59,2003,592003,Equatorial Guinea,1,1,1,0,0,0,0,
59,2004,592004,Equatorial Guinea,1,1,1,0,0,0,0,
59,2005,592005,Equatorial Guinea,1,1,1,0,0,0,0,
59,2006,592006,Equatorial Guinea,1,1,1,0,0,0,0,
60,1960,601960,Eritrea,1,1,1,0,0,0,0,
60,1961,601961,Eritrea,1,1,1,0,0,0,0,
60,1962,601962,Eritrea,1,1,1,0,0,0,0,
60,1963,601963,Eritrea,1,1,1,0,0,0,0,
60,1964,601964,Eritrea,1,1,1,0,0,0,0,
60,1965,601965,Eritrea,1,1,1,0,0,0,0,
60,1966,601966,Eritrea,1,1,1,0,0,0,0,
60,1967,601967,Eritrea,1,1,1,0,0,0,0,
60,1968,601968,Eritrea,1,1,1,0,0,0,0,
60,1969,601969,Eritrea,1,1,1,0,0,0,0,
60,1970,601970,Eritrea,1,1,1,0,0,0,0,
60,1971,601971,Eritrea,1,1,1,0,0,0,0,
60,1972,601972,Eritrea,1,1,1,0,0,0,0,
60,1973,601973,Eritrea,1,1,1,0,0,0,0,
60,1974,601974,Eritrea,1,1,1,0,0,0,0,
60,1975,601975,Eritrea,1,1,1,0,0,0,0,
60,1976,601976,Eritrea,1,1,1,0,0,0,0,
60,1977,601977,Eritrea,1,1,1,0,0,0,0,
60,1978,601978,Eritrea,1,1,1,0,0,0,0,
60,1979,601979,Eritrea,1,1,1,0,0,0,0,
60,1980,601980,Eritrea,1,1,1,0,0,0,0,
60,1981,601981,Eritrea,1,1,1,0,0,0,0,
60,1982,601982,Eritrea,1,1,1,0,0,0,0,
60,1983,601983,Eritrea,1,1,1,0,0,0,0,
60,1984,601984,Eritrea,1,1,1,0,0,0,0,
60,1985,601985,Eritrea,1,1,1,0,0,0,0,
60,1986,601986,Eritrea,1,1,1,0,0,0,0,
60,1987,601987,Eritrea,1,1,1,0,0,0,0,
60,1988,601988,Eritrea,1,1,1,0,0,0,0,
60,1989,601989,Eritrea,1,1,1,0,0,0,0,
60,1990,601990,Eritrea,1,1,1,0,0,0,0,
60,1991,601991,Eritrea,1,1,1,0,0,0,0,
60,1992,601992,Eritrea,1,1,1,0,0,0,0,
60,1993,601993,Eritrea,1,1,1,0,0,0,0,
60,1994,601994,Eritrea,1,1,1,0,0,0,0,
60,1995,601995,Eritrea,1,1,1,0,0,0,0,
60,1996,601996,Eritrea,1,1,1,0,0,0,0,
60,1997,601997,Eritrea,1,1,1,0,0,0,0,
60,1998,601998,Eritrea,1,1,1,0,0,0,0,
60,1999,601999,Eritrea,1,1,1,0,0,0,0,
60,2000,602000,Eritrea,1,1,1,0,0,0,0,
60,2001,602001,Eritrea,1,1,1,0,0,0,0,
60,2002,602002,Eritrea,1,1,1,0,0,0,0,
60,2003,602003,Eritrea,1,1,1,0,0,0,0,
60,2004,602004,Eritrea,1,1,1,0,0,0,0,
60,2005,602005,Eritrea,1,1,1,0,0,0,0,
60,2006,602006,Eritrea,1,1,1,0,0,0,0,
61,1960,611960,Estonia,1,1,1,1,1,1,1,
61,1961,611961,Estonia,1,1,1,1,1,1,1,
61,1962,611962,Estonia,1,1,1,1,1,1,1,
61,1963,611963,Estonia,1,1,1,1,1,1,1,
61,1964,611964,Estonia,1,1,1,1,1,1,1,
61,1965,611965,Estonia,1,1,1,1,1,1,1,
61,1966,611966,Estonia,1,1,1,1,1,1,1,
61,1967,611967,Estonia,1,1,1,1,1,1,1,
61,1968,611968,Estonia,1,1,1,1,1,1,1,
61,1969,611969,Estonia,1,1,1,1,1,1,1,
61,1970,611970,Estonia,1,1,1,1,1,1,1,
61,1971,611971,Estonia,1,1,1,1,1,1,1,
61,1972,611972,Estonia,1,1,1,1,1,1,1,
61,1973,611973,Estonia,1,1,1,1,1,1,1,
61,1974,611974,Estonia,1,1,1,1,1,1,1,
61,1975,611975,Estonia,1,1,1,1,1,1,1,
61,1976,611976,Estonia,1,1,1,1,1,1,1,
61,1977,611977,Estonia,1,1,1,1,1,1,1,
61,1978,611978,Estonia,1,1,1,1,1,1,1,
61,1979,611979,Estonia,1,1,1,1,1,1,1,
61,1980,611980,Estonia,1,1,1,1,1,1,1,
61,1981,611981,Estonia,1,1,1,1,1,1,1,
61,1982,611982,Estonia,1,1,1,1,1,1,1,
61,1983,611983,Estonia,1,1,1,1,1,1,1,
61,1984,611984,Estonia,1,1,1,1,1,1,1,
61,1985,611985,Estonia,1,1,1,1,1,1,1,
61,1986,611986,Estonia,1,1,1,1,1,1,1,
61,1987,611987,Estonia,1,1,1,1,1,1,1,
61,1988,611988,Estonia,1,1,1,1,1,1,1,
61,1989,611989,Estonia,1,1,1,1,1,1,1,
61,1990,611990,Estonia,1,1,1,1,1,1,1,
61,1991,611991,Estonia,1,1,1,1,1,1,1,
61,1992,611992,Estonia,1,1,1,1,1,1,1,
61,1993,611993,Estonia,1,1,1,1,1,1,1,
61,1994,611994,Estonia,1,1,1,1,1,1,1,
61,1995,611995,Estonia,1,1,1,1,1,1,1,
61,1996,611996,Estonia,1,1,1,1,1,1,1,
61,1997,611997,Estonia,1,1,1,1,1,1,1,
61,1998,611998,Estonia,1,1,1,1,1,1,1,
61,1999,611999,Estonia,1,1,1,1,1,1,1,
61,2000,612000,Estonia,1,1,1,1,1,1,1,
61,2001,612001,Estonia,1,1,1,1,1,1,1,
61,2002,612002,Estonia,1,1,1,1,1,1,1,
61,2003,612003,Estonia,1,1,1,1,1,1,1,
61,2004,612004,Estonia,1,1,1,1,1,1,1,
61,2005,612005,Estonia,1,1,1,1,1,1,1,
61,2006,612006,Estonia,1,1,1,1,1,1,1,
62,1960,621960,Ethiopia,1,1,1,0,0,0,0,
62,1961,621961,Ethiopia,1,1,1,0,0,0,0,
62,1962,621962,Ethiopia,1,1,1,0,0,0,0,
62,1963,621963,Ethiopia,1,1,1,0,0,0,0,
62,1964,621964,Ethiopia,1,1,1,0,0,0,0,
62,1965,621965,Ethiopia,1,1,1,0,0,0,0,
62,1966,621966,Ethiopia,1,1,1,0,0,0,0,
62,1967,621967,Ethiopia,1,1,1,0,0,0,0,
62,1968,621968,Ethiopia,1,1,1,0,0,0,0,
62,1969,621969,Ethiopia,1,1,1,0,0,0,0,
62,1970,621970,Ethiopia,1,1,1,0,0,0,0,
62,1971,621971,Ethiopia,1,1,1,0,0,0,0,
62,1972,621972,Ethiopia,1,1,1,0,0,0,0,
62,1973,621973,Ethiopia,1,1,1,0,0,0,0,
62,1974,621974,Ethiopia,1,1,1,0,0,0,0,
62,1975,621975,Ethiopia,1,1,1,0,0,0,0,
62,1976,621976,Ethiopia,1,1,1,0,0,0,0,
62,1977,621977,Ethiopia,1,1,1,0,0,0,0,
62,1978,621978,Ethiopia,1,1,1,0,0,0,0,
62,1979,621979,Ethiopia,1,1,1,0,0,0,0,
62,1980,621980,Ethiopia,1,1,1,0,0,0,0,
62,1981,621981,Ethiopia,1,1,1,0,0,0,0,
62,1982,621982,Ethiopia,1,1,1,0,0,0,0,
62,1983,621983,Ethiopia,1,1,1,0,0,0,0,
62,1984,621984,Ethiopia,1,1,1,0,0,0,0,
62,1985,621985,Ethiopia,1,1,1,0,0,0,0,
62,1986,621986,Ethiopia,1,1,1,0,0,0,0,
62,1987,621987,Ethiopia,1,1,1,0,0,0,0,
62,1988,621988,Ethiopia,1,1,1,0,0,0,0,
62,1989,621989,Ethiopia,1,1,1,0,0,0,0,
62,1990,621990,Ethiopia,1,1,1,0,0,0,0,
62,1991,621991,Ethiopia,1,1,1,0,0,0,0,
62,1992,621992,Ethiopia,1,1,1,0,0,0,0,
62,1993,621993,Ethiopia,1,1,1,0,0,0,0,
62,1994,621994,Ethiopia,1,1,1,0,0,0,0,
62,1995,621995,Ethiopia,1,1,1,0,0,0,0,
62,1996,621996,Ethiopia,1,1,1,0,0,0,0,
62,1997,621997,Ethiopia,1,1,1,0,0,0,0,
62,1998,621998,Ethiopia,1,1,1,0,0,0,0,
62,1999,621999,Ethiopia,1,1,1,0,0,0,0,
62,2000,622000,Ethiopia,1,1,1,0,0,0,0,
62,2001,622001,Ethiopia,1,1,1,0,0,0,0,
62,2002,622002,Ethiopia,1,1,1,0,0,0,0,
62,2003,622003,Ethiopia,1,1,1,0,0,0,0,
62,2004,622004,Ethiopia,1,1,1,0,0,0,0,
62,2005,622005,Ethiopia,1,1,1,0,0,0,0,
62,2006,622006,Ethiopia,1,1,1,0,0,0,0,
64,1960,641960,Fiji,,,,,,,,
64,1961,641961,Fiji,,,,,,,,
64,1962,641962,Fiji,,,,,,,,
64,1963,641963,Fiji,,,,,,,,
